TIME,LABEL,Since,Set,Movement,Moment,PointType,Type,Rest,Gap,Connect,Elide,Phr_end,Phr_begining,Rubato,Rit,Fermata,Precision,Cresc,Fp,Diminuendo,TextDec,Drone,TextInc,Ratio,SoundAmp_pre,SoundAmp_post,SoundAmp_shift,OnsetRate_pre,OnsetRate_post,OnsetRate_shift,QoMmean_pre,QoMmean_post,QoMmean_shift,QoMmedian_pre,QoMmedian_post,QoMmedian_shift
61.32,2.5,3.9,1,1,1,Low_Rest,Rest,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3826086956521739,0.1087462324315025,0.003268426723254613,-0.10547780570824788,0.18400000000000002,0.092,-0.09200000000000003,0.08843584037497139,0.1000613985830481,0.011625558208076717,0.06337146829061059,0.06845554323329937,0.005084074942688782
65.837,4.5,4.52,1,1,2,Low_Rest,Rest_beat,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956521739130435,0.09103149347253349,0.0165677233371478,-0.07446377013538569,0.22800000000000004,0.18,-0.04800000000000004,0.09657118073254879,0.0805922344973488,-0.015978946235199992,0.06038056515741225,0.057598640691255996,-0.0027819244661562506
79.016,10.25,13.18,1,1,3,Low_Rest,Rest_beat,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5565217391304348,0.0447344157507991,0.003089939601636972,-0.041644476149162134,0.488,0.10800000000000001,-0.38,0.12114551600169296,0.08949592160180263,-0.03164959439989033,0.06632788972871048,0.061813681738076075,-0.004514207990634407
88.256,13,9.24,1,1,4,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48695652173913045,0.049395582276493016,0.014763346254306267,-0.03463223602218675,0.176,0.1,-0.07599999999999998,0.08686930353994002,0.07814716060530663,-0.008722142934633387,0.06346911983432842,0.057300740549602616,-0.0061683792847258
94.808,17,6.55,1,1,5,Low_Rest,Low_onset,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.40869565217391307,0.07689141250801815,0.0732361059783994,-0.0036553065296187487,0.404,0.152,-0.252,0.07176931428926409,0.07441178988056604,0.002642475591301957,0.05377303901256849,0.061158574241299814,0.007385535228731324
111.085,25.5,16.28,1,1,6,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4260869565217391,0.0372161649812948,0.0302617300183285,-0.006954434962966299,0.4760000000000001,0.16399999999999998,-0.3120000000000001,0.09591194776116382,0.08187631718648161,-0.014035630574682212,0.05845129278992672,0.059973650295032266,0.0015223575051055427
114.781,27.5,3.7,1,1,7,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34782608695652173,0.014529822248029326,0.04111196598780126,0.026582143739771934,0.172,0.2,0.028000000000000025,0.07962274269416782,0.09479258943110039,0.015169846736932571,0.05684909885860536,0.06397904511311248,0.007129946254507115
118.515,29.5,3.73,1,1,8,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45217391304347826,0.027817764025234837,0.021614645751273982,-0.0062031182739608545,0.24400000000000005,0.18,-0.06400000000000006,0.1007052223592692,0.09111542660969177,-0.009589795749577426,0.0663658052356282,0.0627391042955368,-0.003626700940091404
133.152,37,14.64,1,1,9,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.04417731573024293,0.03237322601902198,-0.011804089711220947,0.4720000000000001,0.284,-0.1880000000000001,0.07933484153197501,0.08928039774537819,0.009945556213403178,0.06300787026469143,0.06622968815353976,0.00322181788884833
138.824,40,5.67,1,1,10,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41739130434782606,0.05167993422532097,0.024089503244535095,-0.027590430980785872,0.44399999999999995,0.22000000000000003,-0.22399999999999992,0.09838102079120722,0.09816692213247709,-0.00021409865873013578,0.06698063302184257,0.07061217487215368,0.003631541850311115
146.165,44,7.34,1,1,11,Low_Rest,Low_onset,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5304347826086957,0.12572617743909204,0.016452637253748105,-0.10927354018534394,0.5039999999999999,0.11199999999999999,-0.3919999999999999,0.13523878860886773,0.099660141998627,-0.03557864661024074,0.06903678600403576,0.06806320633077463,-0.0009735796732611296
149.893,46,3.73,1,1,12,Low_Rest,Low_onset,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40869565217391307,0.024710999498411785,0.05256567275205246,0.027854673253640678,0.176,0.21600000000000003,0.040000000000000036,0.08925346920859085,0.09826527626614602,0.009011807057555166,0.06919026339111249,0.07309936184002887,0.003909098448916376
151.872,47,1.98,1,1,13,Low_Rest,Low_onset,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5391304347826087,0.040308648478327075,0.054047194006544994,0.013738545528217919,0.388,0.21199999999999997,-0.17600000000000005,0.09701863260031501,0.09469892291442464,-0.0023197096858903754,0.07613919891569995,0.06847670331636278,-0.0076624955993371685
157.92,49.99,6.05,1,1,14,Low_Rest,Gap,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5478260869565217,0.04790860398535046,0.04477731330065368,-0.0031312906846967803,0.276,0.08,-0.196,0.09185079557601514,0.10673665728319678,0.014885861707181647,0.0666696720842664,0.06066694302109471,-0.006002729063171688
173.952,58.25,16.03,1,1,15,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46956521739130436,0.130996732554402,0.011436996871752685,-0.11955973568264931,0.6199999999999999,0.044000000000000004,-0.5759999999999998,0.0992301867738025,0.07662875626693269,-0.022601430506869816,0.06114992440707666,0.06057723579020796,-0.0005726886168686968
176.16,59.25,2.21,1,1,16,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5739130434782609,0.11775123504888603,0.003702980673563511,-0.11404825437532252,0.048,0.18400000000000002,0.136,0.08693751839904156,0.07756564521097128,-0.00937187318807027,0.06491728932629084,0.05897470484508769,-0.0059425844812031545
178.536,60.25,2.38,1,1,17,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46956521739130436,0.011054062175734484,0.006896640372792194,-0.0041574218029422905,0.036,0.244,0.208,0.07653531377957612,0.08562271776904731,0.009087403989471193,0.060443630897874655,0.05880571178133911,-0.0016379191165355467
180.72,61.25,2.18,1,1,18,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956521739130435,0.030690551998875874,0.004205517055633273,-0.0264850349432426,0.044,0.164,0.12000000000000001,0.08048130761910732,0.08799592020194474,0.007514612582837421,0.05767262487684373,0.05736827717244508,-0.000304347704398647
183.36,62.25,2.64,1,1,19,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5739130434782609,0.0070298280298001755,0.004687126497980783,-0.0023427015318193923,0.06400000000000002,0.036,-0.028000000000000018,0.09638468065877699,0.0918193156629817,-0.004565364995795296,0.05966726604508595,0.052994153329225135,-0.006673112715860817
193.032,66.25,9.67,1,1,20,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.41739130434782606,0.050566351222699424,0.0059642718507199426,-0.04460207937197948,0.144,0.084,-0.059999999999999984,0.08206512016840277,0.09578770648286686,0.013722586314464089,0.05675283343964462,0.062009027014636245,0.005256193574991623
222.864,80.75,29.83,1,1,21,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5391304347826087,0.09660882011466274,0.006562083371013346,-0.0900467367436494,0.4760000000000001,0.004,-0.4720000000000001,0.1269804562181673,0.19935564922540086,0.07237519300723355,0.06435831670673367,0.06015362607411264,-0.004204690632621029
230.304,84.25,7.44,1,1,22,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46956521739130436,0.05545501699392089,0.004973654878239926,-0.05048136211568097,0.5359999999999999,0.08399999999999999,-0.45199999999999996,0.13590480367026395,0.10618698197539196,-0.029717821694871985,0.06347766826052671,0.06459411814776736,0.0011164498872406475
235.344,86.75,5.04,1,1,23,Low_Rest,Rest,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4608695652173913,0.0546104525266554,0.06135078697718801,0.006740334450532612,0.356,0.068,-0.288,0.09665723531757296,0.09285078098142938,-0.003806454336143586,0.06264846195848153,0.06740042481787015,0.004751962859388614
237.696,87.5,2.35,1,1,24,Low_Rest,Rest,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5478260869565217,0.1382256517667752,0.01850975951075127,-0.11971589225602394,0.084,0.08800000000000001,0.0040000000000000036,0.09031636149625066,0.07875945055707743,-0.011556910939173229,0.06803932984770267,0.06035284613695922,-0.007686483710743444
268.176,103.25,30.48,1,1,25,Low_Rest,Elision,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48695652173913045,0.1108696825475934,0.006361072072288203,-0.1045086104753052,0.256,0.044,-0.21200000000000002,0.09116932044139767,0.09164873433835116,0.00047941389695349557,0.06561959562750644,0.0623006379623575,-0.0033189576651489403
281.952,109.25,13.78,1,1,26,Low_Rest,Elision,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478260869565217,0.05897164324250863,0.006425330550936687,-0.05254631269157194,0.22800000000000004,0.08,-0.14800000000000002,0.10629554674452432,0.08502355434124746,-0.02127199240327686,0.06571319277983564,0.05649043580092735,-0.009222756978908293
291.192,113.5,9.24,1,1,27,Low_Rest,Elision,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3826086956521739,0.04713843522938635,0.010160490742726212,-0.03697794448666014,0.30000000000000004,0.152,-0.14800000000000005,0.07667199851433798,0.07246316140088756,-0.004208837113450423,0.05519703553621441,0.05869150083228976,0.003494465296075347
307.011,121.25,15.82,1,1,28,Low_Rest,Low_onset,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5043478260869565,0.15959432242909524,0.03440736171454213,-0.1251869607145531,0.21200000000000002,0.064,-0.14800000000000002,0.08820335498652784,0.10575271513248174,0.0175493601459539,0.0608080867126213,0.06363683545242613,0.0028287487398048275
313.451,124.5,6.44,1,1,29,Low_Rest,Low_Onset,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4956521739130435,0.04529380347470706,0.034600887496069925,-0.010692915978637134,0.35200000000000004,0.15999999999999998,-0.19200000000000006,0.09144224474843028,0.08418803547323302,-0.007254209275197265,0.0658252632511617,0.06472604309981538,-0.0010992201513463223
333.648,135,20.2,1,1,30,Low_Rest,Elision,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.45217391304347826,0.06600430247304175,0.027992881265906357,-0.03801142120713539,0.2880000000000001,0.34,0.051999999999999935,0.159574846326937,0.11932681486047778,-0.04024803146645922,0.06477999370399459,0.06588927736984548,0.0011092836658508909
352.44,145,18.79,1,1,31,Low_Rest,Low_Onset,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5043478260869565,0.0839788380070401,0.0171418570060898,-0.06683698100095031,0.324,0.1,-0.224,0.10654064172670377,0.07981136901051746,-0.026729272716186317,0.07006190167842827,0.06516714353636918,-0.004894758142059086
364.186,150.99,11.75,1,1,32,Low_Rest,Low_Onset,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.591304347826087,0.055347885972401104,0.019672619758316783,-0.03567526621408432,0.33199999999999996,0.164,-0.16799999999999995,0.12377517700044474,0.09847998118191073,-0.02529519581853401,0.0744613750413707,0.06980624967863529,-0.004655125362735407
380.4,159.25,16.21,1,1,33,Low_Rest,Elision,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.46956521739130436,0.10355852002120366,0.014483641505859558,-0.08907487851534411,0.484,0.06000000000000001,-0.424,0.10397216682911005,0.13583836597549304,0.03186619914638299,0.07107090776946863,0.06639881659139223,-0.004672091178076404
382.824,160.25,2.42,1,1,34,Low_Rest,Low_Onset,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.07881577751698252,0.0028682176012202977,-0.07594755991576221,0.012,0.34,0.328,0.1200612947553783,0.08668956253559987,-0.03337173221977843,0.067763894628258,0.06087145683204378,-0.006892437796214228
385.2,161.25,2.38,1,1,35,Low_Rest,Low_Onset,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41739130434782606,0.019330901294841697,0.003436878347230294,-0.015894022947611403,0.032,0.148,0.11599999999999999,0.09871377559357573,0.10045231446466114,0.00173853887108541,0.061289463216001594,0.059629615010811765,-0.001659848205189829
387.384,162.25,2.18,1,1,36,Low_Rest,Low_Onset,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.031224955009185724,0.0029374245238906814,-0.028287530485295042,0.06,0.236,0.176,0.08117384006491121,0.1139251535998302,0.03275131353491899,0.058167122572573914,0.05867485640186608,0.000507733829292166
389.797,163.25,2.41,1,1,37,Low_Rest,Low_Onset,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956521739130435,0.01139294241691326,0.004516227785541051,-0.00687671463137221,0.044,0.0,-0.044,0.10390790628755649,0.11186718902144603,0.007959282733889544,0.05832857256994354,0.055230752164753746,-0.0030978204051897926
394.165,165.25,4.37,1,1,38,Low_Rest,Gap,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41739130434782606,0.0072087182230465095,0.008258135123065214,0.0010494169000187046,0.22400000000000003,0.16,-0.06400000000000003,0.10485551311175526,0.08696006951562607,-0.017895443596129185,0.0566124995077086,0.06290685609356846,0.006294356585859855
419.197,178,25.03,1,1,39,Low_Rest,Low_Onset,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5130434782608696,0.10973625348053842,0.08794227751467651,-0.02179397596586191,0.344,0.176,-0.16799999999999998,0.10711259149450725,0.12075332766812444,0.01364073617361719,0.06715633982780153,0.06124012573018286,-0.005916214097618673
427.205,181.99,8.01,1,1,40,Low_Rest,Low_Onset,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5565217391304348,0.08833180250700132,0.02325215350725412,-0.06507964899974719,0.356,0.248,-0.10799999999999998,0.11650559091251678,0.1202576188120946,0.00375202789957782,0.06715139682298193,0.057349131232045145,-0.00980226559093679
430.68,183.5,3.48,1,1,41,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45217391304347826,0.044541839502366724,0.00402340845081922,-0.0405184310515475,0.26800000000000007,0.17200000000000001,-0.09600000000000006,0.08840459456075368,0.09516666340953557,0.006762068848781888,0.06019013396004754,0.062246996897566576,0.002056862937519034
435.922,185.67,5.24,1,1,42,Low_Rest,Rest,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5043478260869565,0.1725441250344869,0.012007756653792919,-0.160536368380694,0.33199999999999996,0.052000000000000005,-0.27999999999999997,0.10026224223331351,0.09681668550398777,-0.003445556729325741,0.06373185429400252,0.060689860008840676,-0.0030419942851618448
453.413,191.68,17.49,1,1,43,Low_Rest,Rest,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46956521739130436,0.0560571582511364,0.02124919324550212,-0.03480796500563428,0.12400000000000003,0.296,0.17199999999999996,0.09003411086274929,0.08860301370723361,-0.001431097155515676,0.06363738158741858,0.05712856774207866,-0.006508813845339918
457.632,193.25,4.22,1,1,44,Low_Rest,Rest,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5478260869565217,0.030364004473566415,0.002839939251381604,-0.027524065222184813,0.43600000000000005,0.0,-0.43600000000000005,0.1020490528617849,0.10086410359955207,-0.0011849492622328234,0.05907589209939866,0.05597821460440502,-0.0030976774949936434
487.98,22.33,30.35,1,2,45,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.591304347826087,0.19037335747807246,0.034039638254939816,-0.15633371922313266,0.32399999999999995,0.044000000000000004,-0.27999999999999997,0.12146147648198932,0.10493773133506148,-0.016523745146927837,0.07537139168555278,0.06518996664956139,-0.010181425035991384
496.35,38.00,8.36,1,2,46,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5130434782608696,0.19728158249275635,0.04667423998623146,-0.15060734250652488,0.304,0.032,-0.272,0.13935655738623,0.09688319482615836,-0.042473362560071656,0.06913892426257928,0.06740450604581417,-0.0017344182167651073
514.55,22.33,18.2,1,2,47,Low_Rest,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5130434782608696,0.2235973199541402,0.02892364573909728,-0.19467367421504292,0.23600000000000004,0.016,-0.22000000000000003,0.10117877191185314,0.10469005939118489,0.0035112874793317567,0.06991280219268425,0.06590872032569409,-0.004004081866990167
523.0,38.00,8.45,1,2,48,Low_Rest,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.19252280919562417,0.0447435742969164,-0.14777923489870776,0.2763636363636363,0.08000000000000002,-0.1963636363636363,0.10062267535818294,0.09904137406602426,-0.0015813012921586794,0.07337146868296199,0.06756364281773213,-0.0058078258652298625
599.73,187.00,76.73,1,2,49,Low_Rest,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5478260869565217,0.0582960682382064,0.03125130324309397,-0.02704476499511243,0.304,0.356,0.05199999999999999,0.09732574539823657,0.09098911580564084,-0.006336629592595733,0.06354738223962259,0.06323942452966785,-0.0003079577099547315
618.76,222.33,19.03,1,2,50,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5652173913043478,0.2189675400185172,0.028889862242622032,-0.19007767777589518,0.096,0.128,0.032,0.0990715167557484,0.08654002351966977,-0.012531493236078634,0.07269195284661388,0.061847321303134216,-0.010844631543479664
627.25,238.00,8.49,1,2,51,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5130434782608696,0.16025501260914615,0.040233119999763624,-0.12002189260938254,0.33599999999999997,0.024,-0.31199999999999994,0.11941555515954119,0.0844759412428315,-0.03493961391670969,0.07006389502659319,0.06832308479284621,-0.0017408102337469755
645.53,222.33,18.28,1,2,52,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5652173913043478,0.21605219497526748,0.027182287256208602,-0.18886990771905887,0.176,0.012,-0.16399999999999998,0.10271756956285467,0.10255073029418697,-0.00016683926866770116,0.07032099698137383,0.06362309840128999,-0.006697898580083836
654.12,238.00,8.59,1,2,53,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4434782608695652,0.17307771983790085,0.038713304511049734,-0.13436441532685112,0.312,0.02,-0.292,0.10459202318599467,0.0841063575226572,-0.02048566566333747,0.06360581788236427,0.06584554909525094,0.0022397312128866614
669.68,268.00,15.56,1,2,54,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45217391304347826,0.060232842650646545,0.02742766300409962,-0.032805179646546924,0.26400000000000007,0.10399999999999998,-0.1600000000000001,0.13399003043855662,0.12019847997570106,-0.013791550462855559,0.07236597447441873,0.06315545393737663,-0.009210520537042091
672.59,272.33,2.92,1,2,55,Low_Rest,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5130434782608696,0.028413074503492952,0.005773661252272098,-0.022639413251220854,0.11200000000000002,0.0,-0.11200000000000002,0.12010565464329795,0.10779632983606997,-0.012309324807227975,0.06234837896865031,0.06761825434895893,0.005269875380308625
715.68,2.99,43.09,1,3,56,Low_Rest,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.018464573752190357,0.016411580252774626,-0.0020529934994157305,0.172,0.048,-0.12399999999999999,0.07884885096123669,0.07372760929875695,-0.005121241662479736,0.060161691799346405,0.05683131784462655,-0.0033303739547198563
787.01,12.83,71.33,1,3,57,Low_Rest,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45217391304347826,0.017741118745379873,0.015014942502721168,-0.002726176242658704,0.264,0.25600000000000006,-0.007999999999999952,0.08396680622715888,0.07657680700020007,-0.007389999226958807,0.0547638685389065,0.05775169570035452,0.00298782716144802
818.98,17.33,31.97,1,3,58,Low_Rest,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4956521739130435,0.05371997274103246,0.010911013245823218,-0.04280895949520924,0.3,0.036,-0.264,0.07783326462638576,0.07869944429106451,0.0008661796646787512,0.05518471632174291,0.05157930661024168,-0.00360540971150123
826.07,18.33,7.09,1,3,59,Low_Rest,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.43478260869565216,0.05568481551699147,0.009824879999410363,-0.04585993551758111,0.2,0.028000000000000004,-0.17200000000000001,0.07797015701738817,0.08117649330154783,0.003206336284159658,0.053228185014598486,0.05882125105732883,0.005593066042730341
836.83,19.83,10.76,1,3,60,Low_Rest,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.46956521739130436,0.01307910925293657,0.011695212508455673,-0.0013838967444808961,0.12799999999999997,0.188,0.060000000000000026,0.15817378724832643,0.08260650996545492,-0.0755672772828715,0.05627776245992831,0.056643601718670486,0.00036583925874217327
844.11,20.83,7.27,1,3,61,Low_Rest,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3739130434782609,0.03591803849489144,0.011393150496543106,-0.024524887998348333,0.368,0.06,-0.308,0.08643792514297118,0.08388299528283975,-0.002554929860131422,0.05397639494190289,0.06327341710798233,0.009297022166079437
