TIME,LABEL,Set,Movement,cues,Type,Gap,Rest,Connect,Voices_dec,Note_rate_dec,Drone,TextInc,Phr_end,Phr_begining,Elide,Sequence,Rubato,Rit,Fermata,Tempo_inc,Diminuendo,Fp/Fz,Cresc,Precision,end,OLDTIME,Ratio,SoundAmp_pre,SoundAmp_post,SoundAmp_shift,OnsetRate_pre,OnsetRate_post,OnsetRate_shift,QoMmean_pre,QoMmean_post,QoMmean_shift,QoMmedian_pre,QoMmedian_post,QoMmedian_shift
61.32,2.5,1,1,3.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,61.32,0.3764705882352941,0.1087462324315025,0.003268426723254613,-0.10547780570824788,0.18400000000000002,0.092,-0.09200000000000003,0.08955645422477229,0.1037011250947651,0.014144670869992812,0.06530713367531774,0.07438730440581458,0.009080170730496842
65.84,4.5,1,1,3.0,pause,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,65.84,0.5647058823529412,0.09103149347253349,0.0165677233371478,-0.07446377013538569,0.22800000000000004,0.18,-0.04800000000000004,0.09371856338587056,0.07608152362777931,-0.01763703975809125,0.06523118351635485,0.05979719455516197,-0.005433988961192876
79.02,10.25,1,1,3.0,pause,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,79.02,0.5882352941176471,0.0447344157507991,0.003089939601636972,-0.041644476149162134,0.488,0.10800000000000001,-0.38,0.09598262172476302,0.08384136415907018,-0.012141257565692842,0.07170115465146006,0.06646693805427621,-0.005234216597183844
88.75,13.0,1,1,3.0,close,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,88.26,0.5176470588235295,0.047425322750974906,0.01127092249868572,-0.036154400252289186,0.172,0.164,-0.00799999999999998,0.0842737859562558,0.07468570152180855,-0.009588084434447253,0.06740255478693788,0.06603977040773043,-0.001362784379207449
95.79,17.5,1,1,4.0,dropin,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,95.78,0.4117647058823529,0.0815325000175465,0.03136974147135322,-0.05016275854619328,0.5,0.388,-0.11199999999999999,0.07127310778278176,0.08287483493657642,0.011601727153794664,0.06212914334345745,0.06663362350264881,0.004504480159191367
111.57,25.625,1,1,1.0,trade,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.57,0.5058823529411764,0.07086577159774464,0.014613601256381888,-0.05625217034136275,0.40800000000000003,0.172,-0.23600000000000004,0.09634122890007726,0.08104059091613096,-0.015300637983946305,0.07186246394587562,0.06382024830488683,-0.008042215640988781
115.11,27.625,1,1,1.0,trade,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.11,0.49411764705882355,0.01395090225151333,0.03539596050160969,0.021445058250096356,0.21599999999999997,0.23200000000000004,0.01600000000000007,0.07870692082063172,0.08740599213155029,0.008699071310918571,0.061582260171624215,0.0664451987267107,0.004862938555086488
118.85,29.625,1,1,1.0,trade,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.85,0.5176470588235295,0.022067746267237835,0.014141246002056903,-0.007926500265180932,0.22800000000000004,0.172,-0.05600000000000005,0.08800806104111487,0.08129593437860433,-0.006712126662510545,0.0713907331906177,0.06530059429823794,-0.006090138892379762
133.16,37.0,1,1,2.0,trade,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133.15,0.4470588235294118,0.04417731573024293,0.03237322601902198,-0.011804089711220947,0.4720000000000001,0.284,-0.1880000000000001,0.08554443918654905,0.08704697137866682,0.001502532192117767,0.06869557672718128,0.07015513816291322,0.0014595614357319348
138.88,40.0,1,1,2.0,trade,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,138.88,0.4588235294117647,0.05167993422532097,0.024089503244535095,-0.027590430980785872,0.44399999999999995,0.22000000000000003,-0.22399999999999992,0.0938342868056347,0.08867423738168803,-0.005160049423946669,0.07297781168175761,0.07236667692748118,-0.0006111347542764323
146.17,44.0,1,1,1.0,drop,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,146.17,0.5647058823529412,0.12572617743909204,0.016452637253748105,-0.10927354018534394,0.5039999999999999,0.11199999999999999,-0.3919999999999999,0.093364460660191,0.10605124936859107,0.012686788708400079,0.07209129578167996,0.06921959078696799,-0.0028717049947119683
149.89,46.0,1,1,1.0,thin,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,149.89,0.43529411764705883,0.024710999498411785,0.05256567275205246,0.027854673253640678,0.176,0.21600000000000003,0.040000000000000036,0.09343693324936173,0.09237657309134831,-0.001060360158013418,0.07113122898051256,0.07641309478582312,0.005281865805310551
151.87,47.0,1,1,0.0,thin,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,151.87,0.5882352941176471,0.040308648478327075,0.054047194006544994,0.013738545528217919,0.388,0.21199999999999997,-0.17600000000000005,0.09758460044678906,0.08574050468501518,-0.011844095761773879,0.0804885290344132,0.07119882438256368,-0.009289704651849515
157.92,49.99,1,1,1.0,freeze,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,157.92,0.5647058823529412,0.04790860398535046,0.04477731330065368,-0.0031312906846967803,0.276,0.08,-0.196,0.08627388696798372,0.07403630587129796,-0.012237581096685754,0.07164481675157691,0.06420553168724386,-0.007439285064333057
173.95,58.25,1,1,1.0,halt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,173.95,0.5176470588235295,0.130996732554402,0.011436996871752685,-0.11955973568264931,0.6199999999999999,0.044000000000000004,-0.5759999999999998,0.0883600031828224,0.07588307680054532,-0.012476926382277084,0.06267265341405585,0.06145666469187293,-0.0012159887221829258
176.16,59.25,1,1,1.0,pause,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,176.16,0.5882352941176471,0.11775123504888603,0.003702980673563511,-0.11404825437532252,0.048,0.18400000000000002,0.136,0.08221374913031537,0.07991118579603365,-0.002302563334281721,0.06578676793376378,0.061922203953400555,-0.0038645639803632295
178.54,60.25,1,1,1.0,pause,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.54,0.5294117647058824,0.011054062175734484,0.006896640372792194,-0.0041574218029422905,0.036,0.244,0.208,0.0802263860798346,0.08264409857520202,0.00241771249536743,0.06446534010340062,0.05971943997590716,-0.004745900127493458
180.72,61.25,1,1,1.0,pause,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.72,0.5647058823529412,0.030690551998875874,0.004205517055633273,-0.0264850349432426,0.044,0.164,0.12000000000000001,0.07833136369621461,0.06939614890823922,-0.00893521478797539,0.06022685784740711,0.05712449544870386,-0.0031023623987032484
183.36,62.25,1,1,1.0,rest,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,183.36,0.611764705882353,0.0070298280298001755,0.004687126497980783,-0.0023427015318193923,0.06400000000000002,0.036,-0.028000000000000018,0.07458074807451691,0.06469884270774998,-0.009881905366766933,0.06076420398946934,0.05514706332017879,-0.005617140669290553
193.03,66.25,1,1,1.0,pause,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,193.03,0.4588235294117647,0.050566351222699424,0.0059642718507199426,-0.04460207937197948,0.144,0.084,-0.059999999999999984,0.07181637281563506,0.0761042131851969,0.0042878403695618406,0.058232629372967505,0.06413489049647435,0.0059022611235068426
222.86,80.75,1,1,2.0,halt,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,222.86,0.5647058823529412,0.09660882011466274,0.006562083371013346,-0.0900467367436494,0.4760000000000001,0.004,-0.4720000000000001,0.08056853456217553,0.08546698889575807,0.004898454333582547,0.06763252246959349,0.06209500689599403,-0.005537515573599459
230.3,84.25,1,1,2.0,halt,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,230.3,0.49411764705882355,0.05286869953985023,0.006821325114550043,-0.046047374425300186,0.5127272727272727,0.07636363636363637,-0.43636363636363634,0.10813759016595523,0.09891048757185329,-0.009227102594101935,0.06904612898881123,0.067954625592089,-0.001091503396722232
235.86,86.75,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,235.34,0.5176470588235295,0.05501308351403021,0.01617473475430822,-0.03883834875972199,0.35600000000000004,0.144,-0.21200000000000005,0.09948189156766775,0.08102660638803683,-0.018455285179630923,0.06677048696526147,0.06480616333837534,-0.0019643236268861303
238.46,87.5,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,237.7,0.5411764705882353,0.042325074980370345,0.01386298878633902,-0.028462086194031323,0.08,0.23200000000000004,0.15200000000000002,0.08820206449317464,0.08156202375916284,-0.006640040734011796,0.07079225213305103,0.06330017060921359,-0.007492081523837443
268.18,103.25,1,1,2.0,stop,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,268.18,0.5058823529411764,0.1108696825475934,0.006361072072288203,-0.1045086104753052,0.256,0.044,-0.21200000000000002,0.09328128560040613,0.07494460127210198,-0.018336684328304154,0.0689214759303854,0.06432088321488086,-0.004600592715504545
281.95,109.25,1,1,1.0,rest,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,281.95,0.611764705882353,0.05897164324250863,0.006425330550936687,-0.05254631269157194,0.22800000000000004,0.08,-0.14800000000000002,0.08273426246640482,0.08259117077603373,-0.0001430916903710916,0.065600379439766,0.059600851138363754,-0.005999528301402247
291.19,113.5,1,1,1.0,pass,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,291.19,0.36470588235294116,0.04713843522938635,0.010160490742726212,-0.03697794448666014,0.30000000000000004,0.152,-0.14800000000000005,0.06564890446837338,0.06963228720850924,0.003983382740135863,0.054967954864881374,0.06087246168537994,0.005904506820498569
295.26,115.45,1,1,1.0,lift,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.26,0.5411764705882353,0.029023149987801523,0.006486497548533686,-0.022536652439267835,0.188,0.244,0.055999999999999994,0.07854649855402662,0.07214528012714636,-0.006401218426880267,0.06724248540015387,0.06237843329753691,-0.004864052102616964
307.43,121.5,1,1,1.0,thin,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,307.01,0.5176470588235295,0.14891313509095866,0.028472682984191026,-0.12044045210676763,0.2,0.12,-0.08000000000000002,0.08083866273437793,0.07582721750420125,-0.005011445230176673,0.0652498578726842,0.06383543392275559,-0.001414423949928606
313.96,124.75,1,1,1.0,lift,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,313.45,0.4588235294117647,0.05509842747339979,0.05086349453781862,-0.004234932935581172,0.292,0.20400000000000001,-0.08799999999999997,0.09007373134137134,0.08643066943326799,-0.0036430619081033455,0.06882980133331791,0.06905013065285323,0.0002203293195353201
333.65,135.0,1,1,1.0,thin,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,333.65,0.49411764705882355,0.06600430247304175,0.027992881265906357,-0.03801142120713539,0.2880000000000001,0.34,0.051999999999999935,0.082690750574362,0.073271178129157,-0.009419572445204999,0.06392968067078889,0.06605767077507493,0.0021279901042860483
352.44,145.0,1,1,0.0,lighten,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,352.44,0.5294117647058824,0.0839788380070401,0.0171418570060898,-0.06683698100095031,0.324,0.1,-0.224,0.0792131754303425,0.07181610686084036,-0.007397068569502133,0.06775556873961903,0.06543485917890926,-0.0023207095607097744
364.19,150.99,1,1,1.0,freeze,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,364.19,0.6352941176470588,0.055347885972401104,0.019672619758316783,-0.03567526621408432,0.33199999999999996,0.164,-0.16799999999999995,0.09447007817935128,0.09050793763317026,-0.00396214054618102,0.0731091428503017,0.06769914556325915,-0.005409997287042556
371.9,155.0,1,1,1.0,thin,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,371.9,0.4470588235294118,0.04258419650603676,0.09712058099897208,0.054536384492935325,0.384,0.26800000000000007,-0.11599999999999994,0.07414206511247916,0.07723989014831373,0.00309782503583457,0.06326822782879678,0.06328483787534486,1.6610046548085067e-05
380.63,159.25,1,1,1.0,halt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,380.4,0.5529411764705883,0.09344140502764739,0.008120436827664213,-0.08532096819998318,0.43200000000000005,0.12,-0.31200000000000006,0.09440597837163525,0.09767089953504367,0.0032649211634084158,0.0709199153674047,0.06477212282458511,-0.006147792542819594
382.82,160.25,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,382.82,0.5764705882352941,0.07881577751698252,0.0028682176012202977,-0.07594755991576221,0.012,0.34,0.328,0.10365577508593138,0.07540651525156503,-0.028249259834366353,0.06941054347535947,0.060907847532952496,-0.00850269594240697
385.2,161.25,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,385.2,0.4470588235294118,0.019330901294841697,0.003436878347230294,-0.015894022947611403,0.032,0.148,0.11599999999999999,0.07599022831597955,0.0711637751118881,-0.00482645320409146,0.060511421811806916,0.058403270014778935,-0.002108151797027981
387.38,162.25,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387.38,0.43529411764705883,0.031224955009185724,0.0029374245238906814,-0.028287530485295042,0.06,0.236,0.176,0.0722002178059711,0.07976363626562953,0.007563418459658425,0.061017997850849645,0.061212281223218125,0.00019428337236847976
390.12,163.25,1,1,2.0,pause,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,389.8,0.5764705882352941,0.0036834559764875943,0.0032233967293152943,-0.00046005924717230006,0.164,0.028000000000000004,-0.136,0.07852363996783204,0.07417243426319922,-0.004351205704632821,0.05973009173611279,0.05431144737557827,-0.005418644360534519
419.2,178.0,1,1,1.0,land,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,419.2,0.5176470588235295,0.10973625348053842,0.08794227751467651,-0.02179397596586191,0.344,0.176,-0.16799999999999998,0.08235619040688823,0.07080469919299674,-0.011551491213891485,0.0664099287480609,0.061036013456982376,-0.005373915291078522
427.21,181.99,1,1,1.0,halt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,427.21,0.6,0.08833180250700132,0.02325215350725412,-0.06507964899974719,0.356,0.248,-0.10799999999999998,0.08375625905268572,0.07200859806775152,-0.011747660984934197,0.0712283495381366,0.05957374929225754,-0.011654600245879061
430.68,183.5,1,1,2.0,freeze,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,430.68,0.4470588235294118,0.044541839502366724,0.00402340845081922,-0.0405184310515475,0.26800000000000007,0.17200000000000001,-0.09600000000000006,0.0748549018185842,0.0979127475199393,0.023057845701355092,0.06225994922160953,0.06343043141060298,0.0011704821889934464
436.25,185.67,1,1,2.0,stop,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,435.92,0.6,0.15406818247779422,0.011797040900346719,-0.1422711415774475,0.29200000000000004,0.092,-0.20000000000000004,0.09022522179748457,0.07902931849740716,-0.011195903300077414,0.0693932705600193,0.06110860410696943,-0.008284666453049871
452.48,191.68,1,1,1.0,pause,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,453.41,0.5764705882352941,0.17940764746182866,0.005007368948420761,-0.1744002785134079,0.25600000000000006,0.096,-0.16000000000000006,0.0823337186359396,0.09544608490757668,0.013112366271637074,0.06892881949900641,0.06195207008941238,-0.00697674940959403
457.63,193.25,1,1,2.0,end,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,457.63,0.5882352941176471,0.030364004473566415,0.002839939251381604,-0.027524065222184813,0.43600000000000005,0.0,-0.43600000000000005,0.06987697216490048,0.06785857217547041,-0.0020183999894300697,0.06223724278990341,0.05589868284092232,-0.006338559948981089
488.95,24.33,1,2,0.0,calm,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,488.95,0.6,0.17002194752234429,0.02611093249683678,-0.14391101502550752,0.21999999999999997,0.148,-0.07199999999999998,0.10277028269802471,0.08201286661411789,-0.020757416083906827,0.0747522642583464,0.06586325960257776,-0.00888900465576864
497.05,39.33,1,2,1.0,pullback,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,497.04,0.49411764705882355,0.20234432009017062,0.03141199070336202,-0.17093232938680858,0.396,0.10400000000000001,-0.29200000000000004,0.08475376882410102,0.07716464901493705,-0.007589119809163963,0.06946076265773754,0.06488499764678243,-0.004575765010955107
515.61,24.33,1,2,0.0,calm,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,515.61,0.5882352941176471,0.18529974249342748,0.02554696998918382,-0.15975277250424366,0.11200000000000002,0.132,0.01999999999999999,0.10077932488305659,0.0812395194119239,-0.019539805471132696,0.07040785681352336,0.06219061114983689,-0.008217245663686472
523.71,39.33,1,2,1.0,pullback,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,523.71,0.4,0.18952236248183965,0.03626741701539834,-0.1532549454664413,0.296,0.172,-0.124,0.0872108917678701,0.09070156035027846,0.00349066858240836,0.06670084186854827,0.07030751060512273,0.0036066687365744615
602.84,193.33,1,2,0.0,thin,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.84,0.5294117647058824,0.029406696245595332,0.03412907600189395,0.00472237975629862,0.368,0.12400000000000003,-0.24399999999999997,0.08724635250671248,0.07355451777032222,-0.013691834736390254,0.06830086956131402,0.06309485754566035,-0.005206012015653669
